Taxonomy	GXH_3171	GXH_2742	GXH_1176	GXH_3170	GXH_3392	GXH_3174	GXH_1634	GXH_2301	GXH_2741	GXH_3384	GXH_2520	GXH_1635	GXH_913	GXH_1390	GXH_2631	GXH_4036	GXH_1860	GXH_3303	GXH_2074	GXH_3806	GXH_3593	GXH_695	GXH_1389
Ruegeria	257	61	204	126	81	75	158	99	107	84	434	167	346	143	52	210	699	75	162	180	113	382	193
Sagittula	15	7	60	86	14	34	21	19	12	36	33	28	46	69	37	9	14	37	49	38	8	46	85
Salipiger	21	10	29	16	17	21	31	25	18	48	57	12	46	112	22	67	19	35	30	23	5	25	27
Stappia	57	20	56	58	40	62	64	31	35	96	83	56	26	72	618	100	65	53	34	93	32	23	253
Sulfitobacter	274	236	322	131	144	518	410	237	130	117	313	266	196	217	157	195	180	192	309	177	181	328	176
Tateyamaria	93	24	222	15	53	197	99	156	17	39	51	66	35	55	11	18	48	125	90	30	9	10	19
Thalassococcus	10	11	79	16	15	26	31	14	19	3	23	14	11	16	8	7	14	8	259	5	27	10	18
Thioclava	13	4	23	10	39	29	22	25	14	9	140	20	44	11	25	13	86	22	20	12	31	55	16
Yangia	134	66	272	117	86	136	148	51	123	182	149	135	154	191	50	131	116	97	150	104	55	90	165
Yoonia	46	19	184	35	72	148	17	210	104	86	47	87	49	128	55	19	19	136	34	20	89	39	51
Acetobacter	318	166	508	1040	232	581	338	742	306	751	574	1040	411	442	330	189	134	317	330	303	240	439	621
Acidiphilium	29	4	114	73	87	103	114	128	52	34	101	94	70	91	29	41	40	15	27	87	16	97	103
Acidisphaera	17	11	52	8	7	23	19	9	84	7	34	2	14	14	3	8	12	8	11	46	8	42	11
Asaia	20	8	59	56	23	25	33	42	37	28	175	47	42	52	113	23	7	36	18	12	26	34	20
Gluconacetobacter	23	15	210	129	9	54	21	67	102	213	82	94	409	67	42	30	23	57	268	129	15	117	143
Gluconobacter	130	46	339	83	220	285	410	182	108	151	306	185	150	221	416	89	63	120	78	107	86	183	194
Granulibacter	100	28	365	49	28	329	53	174	27	55	140	32	43	119	17	46	45	165	67	49	34	61	47
Komagataeibacter	371	124	711	433	843	411	360	300	285	283	561	357	305	254	140	159	171	259	210	284	135	423	549
Kozakia	12	4	93	40	9	34	20	7	49	17	14	19	39	14	28	14	17	24	13	19	9	41	58
Neoasaia	42	13	52	33	1	40	24	2	24	17	7	18	43	36	34	66	0	30	40	19	64	46	33
Parasaccharibacter	18	9	19	12	10	24	50	26	29	21	16	8	13	13	79	9	18	28	23	47	4	27	51
Roseomonas	114	97	435	356	142	273	245	91	73	117	539	200	316	251	52	105	551	117	113	362	38	342	184
Azospirillum	810	310	1453	435	594	1151	838	853	583	528	1167	731	537	773	358	523	729	603	435	899	564	718	899
Candidatus Endolissoclinum	14	5	12	4	20	16	12	4	9	10	7	16	29	30	0	23	13	9	28	3	2	15	6
Haematospirillum	7	0	13	10	28	18	3	3	4	5	5	32	15	9	1	4	4	0	11	2	0	17	9
Magnetospira	58	35	184	34	28	88	57	83	29	16	193	44	132	84	43	120	480	29	26	57	54	231	50
Magnetospirillum	934	222	972	555	372	776	978	955	680	625	764	714	590	771	478	226	996	941	663	908	245	600	621
Nitrospirillum	160	34	95	95	160	90	277	167	45	225	184	111	92	151	14	42	64	46	98	84	23	47	184
Niveispirillum	36	27	259	82	32	151	121	69	64	28	134	80	58	52	90	112	58	58	59	60	68	56	76
Pararhodospirillum	31	20	194	51	20	194	93	35	24	91	236	147	22	46	36	49	115	81	558	53	13	48	46
Rhodospirillum	665	95	165	290	139	267	194	119	161	135	219	313	218	143	113	128	161	141	334	134	92	158	258
Thalassospira	81	36	152	61	76	256	84	174	70	67	141	53	200	56	105	52	107	101	83	82	49	187	67
Tistrella	40	33	131	55	32	60	47	48	26	112	216	101	311	70	46	23	26	74	146	27	50	86	61
Anaplasma	5	1	22	0	71	9	13	14	4	26	14	5	36	19	6	4	5	4	20	5	3	117	18
Ehrlichia	19	10	53	16	35	43	40	77	17	10	39	59	48	28	20	20	2	52	70	21	20	44	21
Neorickettsia	7	2	9	9	0	1	5	10	10	14	0	2	15	8	6	2	3	2	8	1	4	9	7
Wolbachia	30	98	55	21	12	9	103	71	33	5	76	48	64	26	31	85	52	20	57	57	15	61	94
Candidatus Fokinia	0	0	7	7	0	0	2	2	1	6	0	3	6	0	0	0	1	1	2	0	0	6	1
Candidatus Midichloria	8	0	12	1	5	13	0	1	3	1	0	0	7	5	0	0	37	2	1	0	0	10	0
Candidatus Phycorickettsia	7	3	11	0	9	12	0	4	7	5	3	4	12	2	0	11	1	2	1	7	7	19	2
Orientia	1	3	1	3	0	0	0	0	4	2	5	4	13	3	0	4	0	1	8	0	3	13	2
Rickettsia	33	55	90	22	18	42	37	38	25	42	106	74	62	52	13	67	18	31	45	69	32	62	43
Altererythrobacter	201	226	986	439	195	702	605	894	291	374	319	808	349	554	414	350	283	574	520	373	490	499	443
Croceicoccus	31	41	98	31	34	194	160	177	101	111	87	92	50	145	591	15	24	109	49	42	74	39	192
Erythrobacter	832	317	1444	383	527	874	1182	1249	823	752	694	1050	797	826	1261	327	1134	1443	878	1241	309	329	554
Porphyrobacter	141	42	291	574	81	249	210	392	155	508	214	787	185	260	115	71	189	139	80	212	147	258	443
Blastomonas	130	20	99	7	59	72	126	88	39	30	117	163	167	60	67	82	327	60	25	76	20	196	27
Citromicrobium	29	7	37	20	13	33	12	9	34	24	14	13	29	15	57	15	5	28	20	71	23	26	15
Novosphingobium	177	125	519	385	171	495	185	193	185	178	774	289	447	433	216	282	208	195	292	358	137	477	294
Rhizorhabdus	27	13	19	19	18	56	10	79	41	44	78	11	11	14	25	15	6	89	44	31	25	24	35
Sphingobium	952	277	1036	1033	352	933	699	522	933	885	981	807	946	1092	599	1094	684	713	838	719	928	808	887
Sphingomonas	1326	505	1814	451	494	989	1099	963	515	522	936	1154	935	1571	911	2020	766	1130	729	806	1695	806	1241
Sphingopyxis	872	347	1120	471	365	724	953	1034	355	441	969	820	586	1174	712	1226	309	773	768	378	889	649	865
Sphingorhabdus	114	28	195	124	97	179	158	138	42	68	99	228	204	145	33	172	40	132	362	43	33	126	88
Zymomonas	15	22	80	96	37	66	58	65	37	80	37	47	64	31	46	31	5	11	24	13	24	115	34
Candidatus Accumulibacter	21	7	150	35	17	74	68	32	18	47	102	34	78	114	10	19	180	34	105	46	16	82	35
Candidatus Kinetoplastibacterium	293	5	38	12	16	37	11	10	38	23	4	41	24	16	21	3	7	30	38	6	3	34	10
Candidatus Nasuia	4	0	0	7	1	3	1	3	18	9	0	1	7	0	5	2	1	2	0	0	2	0	10
Candidatus Profftella	2	0	18	0	2	35	5	0	8	4	4	11	5	3	16	0	0	3	48	4	9	8	5
Candidatus Tremblaya	33	0	10	2	3	3	2	27	4	9	5	4	13	1	0	0	2	3	1	0	0	2	1
Achromobacter	653	334	1747	690	531	1540	608	789	432	376	1194	920	612	741	569	597	794	750	888	754	495	642	646
Advenella	57	70	55	29	97	105	75	51	53	71	95	66	121	38	42	35	24	37	104	104	71	153	81
Alcaligenes	17	28	56	36	90	78	51	51	32	52	18	204	82	42	100	28	15	32	543	37	35	202	70
Basilea	5	2	11	7	5	3	2	0	4	8	3	2	6	5	0	1	12	3	8	0	6	1	4
Bordetella	744	515	1985	944	675	1798	1491	1588	840	1028	2058	1308	1353	1347	950	925	1311	1066	1652	1035	615	1398	1248
Castellaniella	76	13	51	83	18	95	64	29	51	26	136	49	105	90	36	42	97	32	37	63	24	29	49
Oligella	28	15	17	70	17	30	1	18	10	45	6	10	29	58	43	29	17	9	17	3	25	19	39
Orrella	588	105	169	110	33	76	109	65	64	60	210	60	256	522	416	902	93	341	95	121	741	134	140
Paenalcaligenes	24	7	4	3	8	18	3	12	20	12	5	2	15	8	39	33	0	14	2	6	17	15	1
Pusillimonas	117	36	120	77	64	59	242	8	37	29	77	30	37	118	158	66	43	57	78	75	15	110	63
Taylorella	15	9	47	13	72	22	20	5	16	61	18	15	49	21	41	36	14	24	39	7	24	18	10
Burkholderia	1834	544	3070	2698	1111	2256	1706	1722	2139	1517	2507	1798	3329	1856	1769	1309	1391	1319	2836	1747	970	2009	1691
Cupriavidus	740	246	1259	1175	395	921	723	635	548	595	1552	701	1176	677	625	642	887	765	1195	670	401	915	712
Hydromonas	49	16	48	23	68	72	53	26	96	46	18	256	26	55	128	88	23	186	236	58	44	42	40
Pandoraea	368	220	814	693	379	511	643	446	343	449	728	620	430	468	530	274	355	529	586	641	178	657	591
Paraburkholderia	1076	307	2350	933	1005	1134	1361	1629	839	1532	804	1317	904	1271	1030	467	1221	1576	1352	2516	318	839	772
Paucimonas	10	1	58	15	2	8	17	6	21	13	0	44	37	14	34	7	3	16	25	2	1	6	11
Polynucleobacter	182	106	385	274	114	320	172	186	156	330	155	309	351	337	256	255	147	210	439	195	82	230	165
Ralstonia	372	123	495	421	587	444	541	328	288	407	561	448	477	343	285	306	278	411	500	379	257	506	475
Acidovorax	603	203	870	923	334	768	557	745	620	846	1123	943	483	660	724	435	511	605	634	476	491	640	789
Alicycliphilus	90	53	134	178	66	276	145	377	164	101	146	88	46	105	148	92	92	257	132	78	193	86	133
Candidatus Symbiobacter	2	25	18	82	4	43	10	12	8	18	3	11	24	3	7	16	8	12	26	39	5	79	6
Comamonas	1256	297	1372	379	33587	739	11218	1142	5274	488	2310	889	560	24595	291762	904	1702	1334	972	3006	15768	828	347
Curvibacter	21	16	67	55	24	72	33	22	31	40	41	51	23	65	75	48	16	40	40	36	20	54	27
Delftia	254	139	275	203	149	430	508	566	273	215	453	242	246	231	280	194	595	333	150	281	221	418	459
Diaphorobacter	0	0	12	0	5	7	1	5	3	2	1	0	12	1	30	3	0	3	1	1	6	0	0
Hydrogenophaga	103	77	188	111	130	459	174	367	169	178	84	165	134	117	159	62	100	292	82	138	133	216	145
Limnohabitans	657	86	229	64	18	62	26	27	76	76	39	104	109	606	373	988	19	313	364	98	879	185	163
Melaminivora	525	104	259	151	37	72	175	95	131	135	78	163	137	604	366	892	71	371	184	158	701	223	276
Ottowia	117	56	148	244	131	270	208	96	93	100	270	255	89	148	137	160	69	125	114	130	101	89	113
Polaromonas	77	14	748	122	60	274	365	506	94	245	166	263	595	143	113	105	88	117	369	63	53	173	205
Ramlibacter	56	92	265	95	90	135	213	180	79	39	397	179	262	89	149	204	394	97	96	130	65	300	229
Rhodoferax	245	88	428	317	197	427	319	226	262	228	406	374	222	224	213	115	165	254	275	194	181	309	351
Simplicispira	25	8	121	65	18	53	76	30	18	17	76	19	27	29	34	28	54	22	35	16	18	91	11
Variovorax	240	136	788	520	398	793	291	537	344	437	459	618	397	369	397	233	204	440	403	612	262	346	478
Verminephrobacter	13	11	59	10	25	108	19	60	110	36	81	45	22	20	46	20	36	56	34	41	32	82	33
Collimonas	405	117	597	115	131	251	136	175	183	148	406	99	222	453	277	513	67	379	205	297	509	331	219
Herbaspirillum	150	70	548	348	141	493	179	566	300	264	255	371	423	198	897	213	130	379	458	197	222	239	512
Herminiimonas	10	14	15	4	2	17	20	16	10	27	9	11	59	22	49	42	4	22	52	7	34	28	13
Janthinobacterium	300	165	438	229	196	449	359	378	284	238	286	533	310	288	248	212	90	273	476	359	225	305	342
Massilia	761	174	689	843	207	669	389	484	359	565	559	883	516	1067	435	669	406	794	719	434	549	581	623
Oxalobacter	103	30	229	80	80	153	191	180	121	238	296	91	598	229	199	240	388	150	234	101	74	456	107
Sutterella	1778	164	2743	4228	179	771	490	344	1095	1871	340	1231	1069	2383	4485	2657	1294	3777	6758	409	1212	1140	1054
Aquabacterium	44	16	60	143	74	114	40	176	59	135	11	103	85	78	40	36	37	69	64	59	50	79	158
Leptothrix	52	40	57	127	19	38	127	28	30	41	65	55	35	47	30	103	12	68	147	73	23	90	58
Methylibium	44	13	51	76	16	147	24	48	41	22	41	10	67	39	55	14	13	36	62	23	28	71	47
Mitsuaria	76	39	139	81	67	98	203	130	33	46	229	235	54	57	72	124	75	65	131	163	76	86	271
Paucibacter	77	62	66	61	53	73	173	91	37	44	158	85	121	54	64	78	157	50	98	92	24	79	103
Rhizobacter	72	22	68	46	43	35	140	85	9	111	90	187	35	81	23	24	60	57	59	56	35	81	168
Roseateles	150	65	246	86	37	246	287	199	43	192	273	326	59	138	108	27	109	156	338	168	97	51	117
Rubrivivax	24	39	120	88	30	72	71	82	39	89	55	129	85	52	85	62	42	93	137	189	46	56	146
Thiomonas	516	122	668	373	234	358	305	229	256	262	332	298	500	612	448	711	233	565	654	224	604	380	258
Aquaspirillum	54	15	52	280	4	43	35	6	46	15	40	10	25	37	180	101	10	37	43	46	38	22	24
Aquitalea	59	16	55	38	45	100	79	34	22	14	208	25	100	46	24	41	274	31	23	70	36	170	22
Chromobacterium	571	156	985	506	177	484	433	482	273	372	976	532	595	683	317	759	712	508	590	344	518	585	527
Jeongeupia	30	10	60	77	39	14	35	52	45	66	64	35	60	76	21	14	18	35	68	11	35	50	45
Laribacter	42	34	99	202	21	138	92	104	48	88	90	279	56	145	34	65	41	38	69	161	53	157	223
Microvirgula	55	11	82	67	81	75	29	54	58	65	307	28	103	81	87	148	224	105	44	63	57	127	43
Pseudogulbenkiania	97	20	32	245	38	27	128	91	20	87	82	439	48	67	25	36	29	36	34	75	18	19	46
Vogesella	32	30	218	48	67	262	26	134	39	18	153	49	35	55	37	23	11	132	26	91	46	57	32
Crenobacter	101	25	49	57	29	90	62	49	54	71	270	48	47	68	18	101	398	21	50	51	34	97	64
Eikenella	73	11	73	31	42	98	34	59	42	89	64	66	189	67	82	50	24	49	103	52	43	187	53
Kingella	7	3	33	2	4	4	12	6	5	10	55	10	18	16	7	7	2	9	21	14	8	6	11
Neisseria	1601	527	2717	1358	771	1746	1406	1806	1241	1096	1028	1538	1376	2500	1755	909	1380	2082	1382	1795	1324	1251	1285
Simonsiella	8	5	7	9	2	4	1	2	19	19	8	2	13	4	0	7	1	5	32	6	32	10	9
Snodgrassella	12	12	46	7	22	42	42	11	32	9	58	35	24	49	42	13	12	29	32	12	15	28	20
Vitreoscilla	21	2	93	34	26	181	3	8	8	14	16	9	11	17	8	7	7	22	74	14	13	88	5
Ferriphaselus	17	7	26	179	19	51	38	13	25	26	43	35	83	49	88	52	7	40	26	38	32	57	85
Gallionella	6	6	34	26	4	85	14	9	21	13	14	10	14	5	4	24	18	10	25	28	18	30	17
Sideroxydans	86	17	84	235	31	57	28	180	48	101	53	173	95	93	44	35	42	96	80	54	18	150	90
Sulfuricella	98	3	19	299	13	15	40	25	59	35	13	36	68	48	33	16	11	20	31	62	19	113	36
Sulfuriferula	137	18	148	56	546	170	67	65	77	78	99	44	48	139	34	80	83	53	43	68	59	112	165
Candidatus Methylopumilus	9	20	76	10	9	12	14	6	2	11	4	20	31	40	11	4	2	3	16	1	13	22	11
Methylobacillus	56	12	123	20	18	151	20	22	30	47	126	42	118	12	44	23	18	17	89	62	10	18	12
Methylophilus	49	30	6	26	7	6	104	20	13	69	23	33	49	27	18	7	28	12	11	43	0	11	17
Methylotenera	58	38	82	39	28	60	57	48	84	64	56	60	50	191	120	62	48	53	112	48	20	71	39
Methylovorus	155	66	104	80	98	219	195	22	50	69	48	47	52	195	180	96	44	71	67	137	46	228	128
Nitrosomonas	728	292	1775	477	542	659	1190	1176	654	635	214	1209	384	1129	646	106	1354	1538	817	1507	65	290	407
Nitrosospira	206	31	87	179	52	52	60	116	47	23	53	50	83	88	30	42	65	21	64	38	36	52	36
Methyloversatilis	38	13	154	29	34	70	72	45	61	98	236	101	150	56	60	31	15	34	98	37	36	69	45
Sulfuritalea	53	8	64	28	24	112	23	32	304	8	5	24	35	31	33	15	12	31	53	16	12	31	27
Thiobacillus	13	44	114	104	30	35	94	60	31	57	55	96	70	51	72	126	40	82	52	94	78	156	58
Dechloromonas	87	18	96	231	38	55	110	86	45	69	134	90	113	141	63	148	141	60	52	42	49	147	61
Aromatoleum	13	21	25	34	9	36	33	20	29	29	22	27	70	40	30	68	12	22	28	36	60	42	22
Azospira	87	27	127	154	43	108	85	38	72	88	84	103	98	100	87	54	61	115	88	126	53	88	69
Azoarcus	630	142	635	397	231	500	529	330	200	313	805	499	498	732	470	825	866	404	554	398	665	824	419
Thauera	309	141	496	364	193	218	333	167	156	292	516	429	263	312	435	322	559	232	374	282	309	332	323
Candidatus Desulfofervidus	5	4	4	2	7	1	0	4	7	5	2	5	15	4	4	14	3	1	6	8	26	5	5
Candidatus Babela	14	0	3	6	6	3	3	7	32	3	0	2	26	24	0	0	0	6	9	0	44	21	10
Bradymonas	115	26	246	67	38	352	153	36	87	132	168	89	327	141	70	23	54	50	200	177	18	148	110
Desulfarculus	671	178	932	373	156	1232	594	874	402	465	744	393	245	476	204	346	516	583	256	481	249	321	472
Desulfatibacillum	475	146	717	194	303	282	466	295	287	416	441	517	235	581	314	157	936	711	626	794	95	255	104
Desulfobacter	154	32	196	228	95	104	200	92	77	265	328	105	202	163	43	87	506	100	118	149	39	295	225
Desulfobacterium	67	34	71	42	83	171	64	50	75	46	151	29	115	74	57	79	87	39	66	43	31	96	46
Desulfobacula	10	8	49	7	11	20	5	6	8	8	6	29	79	26	10	4	10	17	74	22	3	22	33
Desulfococcus	452	134	940	458	273	618	553	539	329	416	702	352	526	515	156	273	742	461	500	453	214	870	640
Desulfobulbus	483	57	159	222	103	392	265	194	153	117	458	334	326	148	140	215	510	82	214	210	181	273	294
Desulfocapsa	16	19	26	19	13	78	87	81	19	31	4	44	125	64	70	70	2	40	32	35	32	56	18
Desulfotalea	41	13	6	35	17	57	19	10	27	46	26	24	55	95	83	24	18	24	26	59	6	17	23
Desulfurivibrio	94	51	67	44	72	74	76	42	48	12	71	144	267	42	54	84	87	39	141	50	130	49	77
Desulfohalobium	19	40	147	31	80	105	99	167	42	67	138	263	58	93	82	47	36	30	100	124	67	65	212
Desulfomicrobium	567	261	858	415	544	962	645	678	582	520	648	674	791	608	830	683	369	338	497	600	772	543	696
Desulfovibrio	123636	60355	75219	82748	76505	312045	127098	107335	110706	113401	42913	108513	98645	140106	178884	131061	71738	145709	129651	84419	296141	94833	124709
Lawsonia	669	426	677	406	385	1319	429	673	535	331	837	1040	1197	503	611	1405	1236	479	609	1269	576	595	555
Pseudodesulfovibrio	922	245	870	449	565	1143	634	853	636	501	968	946	597	639	503	595	509	602	645	933	508	531	804
Desulfurella	6	5	2	1	2	5	6	8	3	2	2	19	3	5	3	1	2	2	13	2	5	2	0
Hippea	73	10	78	31	16	10	3	22	7	39	1	3	34	10	76	4	37	29	49	24	9	32	28
Desulfuromonas	261	103	534	403	185	488	411	465	184	426	266	332	480	312	130	159	250	322	417	266	197	237	351
Pelobacter	883	393	1461	707	532	1427	1040	1173	991	809	1009	1147	740	1286	1130	478	1088	1502	916	1362	612	544	932
Geoalkalibacter	215	85	318	118	335	198	416	131	55	316	308	188	190	223	24	61	112	95	101	305	68	117	173
Geobacter	2490	854	3649	1787	1271	2786	2333	2390	2198	1581	2351	2382	2243	2687	2803	2908	1790	2305	1603	2443	2537	2440	2543
Anaeromyxobacter	508	361	868	962	478	871	865	567	498	470	992	739	784	711	250	271	300	386	664	725	193	506	692
Archangium	130	58	125	199	101	275	242	346	169	123	280	170	143	181	136	125	133	175	59	92	112	115	114
Cystobacter	55	49	78	60	58	139	123	91	45	70	139	181	152	68	44	32	39	56	279	67	19	103	78
Melittangium	41	43	150	95	51	225	105	126	121	58	197	364	70	91	37	31	76	67	107	123	98	57	177
Stigmatella	64	24	265	264	45	197	124	173	72	90	147	248	91	134	25	44	39	135	85	63	62	118	258
Haliangium	127	73	339	710	126	480	205	376	258	377	360	895	423	336	119	256	82	240	112	209	133	404	270
Corallococcus	204	108	382	485	141	249	288	154	151	307	211	429	307	331	69	56	139	198	469	365	66	260	386
Myxococcus	451	234	1124	548	365	1018	548	613	367	384	1368	660	859	544	274	395	1085	453	646	757	250	699	512
Chondromyces	38	46	186	56	31	70	82	42	33	41	219	158	101	48	94	68	17	54	148	34	23	102	82
Pajaroellobacter	366	162	927	45	308	244	507	552	302	221	90	502	218	444	357	8	717	888	404	822	10	103	93
Sorangium	248	191	682	552	275	839	368	454	357	357	579	750	493	451	220	274	214	305	384	582	312	532	751
Sandaracinus	238	68	348	145	69	276	136	214	70	107	192	333	253	144	66	130	52	105	147	193	27	147	166
Vulgatibacter	118	41	307	100	96	404	145	239	136	94	179	124	143	88	65	134	197	441	95	134	100	120	198
Desulfobacca	13	23	182	81	36	94	32	89	18	42	34	52	34	49	13	7	19	52	49	14	25	143	124
Desulfomonile	20	11	24	14	24	45	13	30	38	25	28	21	22	18	29	22	8	4	25	137	15	54	14
Syntrophus	116	23	323	206	209	170	103	100	140	213	217	192	250	335	83	139	195	95	113	190	105	196	177
Syntrophobacter	30	19	133	172	106	578	51	72	42	132	90	105	113	187	34	206	52	51	47	49	47	128	107
Nitratiruptor	44	9	119	235	6	21	3	11	53	20	51	32	22	21	1	31	2	11	26	4	22	22	21
Sulfurovum	44	27	75	28	14	32	39	50	10	52	29	14	157	45	23	28	12	16	63	26	37	82	46
Aliiarcobacter	13	12	7	7	7	11	4	12	6	14	3	4	18	8	10	10	9	4	20	3	8	11	5
Arcobacter	81	30	198	14	462	91	29	50	57	39	11	10	35	51	15	5	73	29	52	54	11	46	111
Campylobacter	32917	17451	15452	7577	25234	18798	8805	8555	10671	10952	9881	16501	13477	13816	20715	58798	16582	13087	40620	18783	18845	13079	14913
Haloarcobacter	11	2	7	12	14	15	4	7	12	39	1	11	24	7	1	2	10	4	11	12	10	14	20
Malacobacter	30	27	36	9	30	60	64	63	27	38	80	52	62	13	4	26	5	21	71	11	52	31	25
Pseudoarcobacter	17	8	2	2	2	1	4	3	5	0	1	1	13	9	11	8	12	10	19	9	14	5	1
Sulfurospirillum	100	72	45	54	107	81	97	79	79	85	207	62	115	119	100	94	48	69	191	119	148	137	103
Helicobacter	2004	5222	822	469	805	385	602	375	403	756	435	846	802	959	187	972	4465	260	4473	11102	4815	225	11112
Sulfuricurvum	21	11	20	20	11	84	1	21	16	63	4	4	95	14	7	6	8	11	28	1	8	27	3
Sulfurimonas	31	12	10	228	5	9	7	28	19	56	11	22	82	14	24	20	22	11	67	9	26	29	9
Wolinella	10	18	10	90	18	56	14	17	28	7	29	26	41	7	8	9	13	15	32	27	19	33	13
Nitratifractor	189	48	40	55	65	77	199	60	52	175	199	88	110	68	45	41	88	23	83	154	50	94	73
Nautilia	40	11	23	22	17	34	2	52	8	16	13	44	16	28	2	2	10	2	32	0	12	18	17
Candidatus Ruthia	18	0	11	7	27	6	6	12	20	4	17	146	37	8	23	4	8	79	79	15	1	13	10
Candidatus Thioglobus	21	3	17	8	23	19	53	103	194	22	1	54	52	18	26	30	71	19	21	38	21	13	10
Gallaecimonas	6	3	13	1	23	35	2	10	11	21	13	3	15	9	8	18	14	1	3	8	4	29	5
Pseudohongiella	37	8	18	20	25	46	49	4	30	32	32	25	15	35	39	17	35	47	22	49	0	28	29
Sedimenticola	91	17	125	58	23	43	86	38	59	59	340	78	210	75	25	73	502	21	51	229	64	217	98
Thiohalobacter	173	25	267	160	41	75	171	103	109	113	101	189	78	113	67	50	82	78	87	189	29	64	117
Thiolapillus	230	27	172	63	60	93	64	43	21	13	167	31	40	56	34	37	12	73	155	191	22	113	50
Acidiferrobacter	106	53	36	27	44	100	178	67	32	103	94	38	55	83	39	70	93	50	19	58	54	26	67
Sulfuricaulis	26	63	150	192	75	96	136	212	95	114	133	126	266	100	27	89	72	67	164	78	20	95	69
Sulfurifustis	126	83	349	247	87	165	135	182	311	136	249	85	281	95	118	67	30	153	201	95	100	136	159
Aeromonas	2323	524	2803	1949	639	2069	1636	1793	1131	1495	1923	1622	2007	1914	1691	1930	1545	1570	1564	1333	1378	1858	1540
Oceanimonas	68	17	188	47	47	116	118	176	255	61	45	133	101	144	59	83	114	62	45	60	65	222	75
Oceanisphaera	18	8	17	204	12	56	13	16	2	85	10	27	130	23	50	12	8	12	9	13	17	89	31
Tolumonas	70	32	46	25	17	44	54	56	19	43	19	19	92	54	53	6	26	36	38	44	13	92	58
Zobellella	122	47	231	114	159	323	163	111	72	120	198	111	127	160	35	52	62	140	130	151	25	87	105
Agarivorans	0	0	9	5	3	7	37	50	2	10	6	34	24	5	16	8	0	6	17	5	17	6	2
Alteromonas	92	74	128	128	116	104	122	94	122	112	138	168	195	161	256	210	54	122	127	143	68	174	158
Catenovulum	17	4	6	1	3	24	4	10	5	67	4	3	37	23	16	25	1	3	22	7	10	19	7
Glaciecola	38	1	54	19	7	21	16	48	75	82	39	8	258	16	33	6	32	70	154	21	39	51	16
Lacimicrobium	32	6	34	55	28	47	32	29	41	52	17	42	34	56	161	63	8	37	22	19	57	22	39
Marinobacter	893	203	1107	348	315	675	436	761	562	434	988	637	768	1036	685	1287	1187	996	703	450	1070	828	483
Paraglaciecola	0	2	0	3	11	4	5	3	8	0	3	3	18	4	4	8	2	1	4	10	1	5	5
Salinimonas	22	10	26	38	8	22	25	63	3	60	71	26	88	27	10	24	26	28	34	23	19	48	33
Colwellia	43	5	22	18	128	92	24	75	21	31	37	18	114	49	57	55	6311	19	14	45	82	101	38
Thalassotalea	47	0	65	10	83	22	23	8	85	32	13	615	36	28	144	5	26	139	153	60	5	16	38
Ferrimonas	52	19	59	84	52	41	37	24	44	40	46	22	116	42	32	51	26	16	35	21	46	35	60
Idiomarina	11	16	35	13	48	45	59	27	15	41	28	37	56	62	11	40	12	21	33	7	14	32	21
Moritella	8	8	14	63	74	33	4	20	24	140	8	17	72	209	1	21	19	4	3	6	17	107	28
Pseudoalteromonas	226	219	160	643	208	262	361	254	137	323	305	176	610	208	247	175	136	151	223	445	165	418	460
Psychromonas	93	32	123	25	427	113	90	101	49	35	53	84	81	77	36	38	50	68	39	43	33	98	151
Shewanella	693	333	676	521	765	844	736	846	434	566	442	422	815	717	795	485	437	474	439	639	395	697	819
Dichelobacter	3	10	16	11	77	11	20	29	13	15	38	23	15	83	28	14	6	1	30	11	3	6	11
Agarilytica	12	1	35	6	32	27	18	21	3	17	43	0	12	6	19	26	25	25	25	2	23	13	14
Cellvibrio	117	22	103	206	39	67	104	112	100	88	171	121	104	142	120	145	56	102	197	50	88	114	96
Saccharophagus	487	10	6	25	41	115	41	52	18	44	7	133	46	6	10	15	47	6	3	22	5	8	5
Simiduia	14	7	23	21	18	35	105	86	23	32	120	90	36	27	62	13	24	30	36	18	28	47	18
Teredinibacter	73	2	8	9	4	23	6	14	21	9	12	36	29	13	9	41	1	12	15	13	2	45	16
Congregibacter	29	15	110	28	15	40	24	16	269	9	195	12	38	38	12	16	16	29	13	16	14	32	16
Halioglobus	44	37	325	146	91	303	64	133	63	113	150	107	132	128	623	111	42	89	68	89	31	111	330
Microbulbifer	260	70	322	305	141	163	269	71	322	228	298	198	277	340	206	253	381	156	384	219	111	440	263
Oceanicoccus	7	7	29	10	53	27	61	50	78	2	37	10	64	42	7	6	19	18	10	39	16	24	24
Spongiibacter	8	2	25	11	19	46	26	17	28	16	3	13	101	13	38	57	4	31	33	11	33	21	13
Zhongshania	131	36	63	56	31	44	33	30	38	37	18	16	28	96	3	83	28	19	94	67	11	26	17
Allochromatium	59	62	127	61	80	108	83	52	32	54	232	86	133	121	57	129	40	56	92	124	38	222	122
Candidatus Nitrosoglobus	3	1	2	3	4	15	0	3	0	1	2	0	3	0	0	1	3	0	0	0	21	3	2
Marichromatium	128	43	149	138	84	137	249	105	79	220	100	98	114	182	133	82	154	96	127	101	33	96	122
Nitrosococcus	36	0	69	30	21	23	23	27	61	42	77	59	56	10	43	35	9	56	114	58	15	33	34
Thiocystis	204	78	85	36	73	30	284	81	38	107	136	253	72	88	48	83	50	65	56	155	43	46	215
